ICAO,IATA,Name,City,Province,Country,Lat,Lon,Elev,OffUTC,OffDST,TZone

HHHH,HHH,HILTON HEAD ISLAND AIRPORT,HILTON HEAD,SOUTH CAROLINA,USA,32.224167,80.6975,19,-5,-4,America/Kentucky/Monticello
KUNV,SCE,UNIVERSITY PARK,STATE COLLEGE,PENNSYLVANIA,USA,40.503889,-80.266389,1228,-5,-4,America/Detroit

AGGA,,AUKI,,,,-8.702569,160.681739,5,11,11,Pacific/Guadalcanal
AGGH,,HENDERSON,,,,-9.430858,160.053067,28,11,11,Pacific/Guadalcanal
AGGM,,MUNDA,,,,-8.327969,157.263092,10,11,11,Pacific/Guadalcanal
ANAU,,NAURU INTL,,,,-0.547458,166.9191,22,12,12,Pacific/Nauru
AYBK,,BUKA,,,,-5.422317,154.672667,11,10,10,Pacific/Port_Moresby
AYCH,,CHIMBU,,,,-6.024292,144.970528,4974,10,10,Pacific/Port_Moresby
AYDU,,DARU,,,,-9.086756,143.207939,20,10,10,Pacific/Port_Moresby
AYGA,GKA,GOROKA,GOROKA,,PAPUA NEW GUINEA,-6.081689,145.391881,5282,10,10,Pacific/Port_Moresby
AYGN,,GURNEY,,,,-10.311531,150.333756,88,10,10,Pacific/Port_Moresby
AYGR,,GIRUA,,,,-8.804544,148.309047,311,10,10,Pacific/Port_Moresby
AYHK,,HOSKINS,,,,-5.462169,150.404944,66,10,10,Pacific/Port_Moresby
AYKM,KMA,KEREMA,KEREMA,,PAPUA NEW GUINEA,-7.963611,145.771389,10,10,10,Pacific/Port_Moresby
AYKV,,KAVIENG,,,,-2.579397,150.807978,7,10,10,Pacific/Port_Moresby
AYMD,MAG,MADANG,MADANG,,PAPUA NEW GUINEA,-5.207083,145.7887,20,10,10,Pacific/Port_Moresby
AYMH,HGU,MOUNT HAGEN,MOUNT HAGEN,,PAPUA NEW GUINEA,-5.826111,144.296111,5388,10,10,Pacific/Port_Moresby
AYMN,,MENDI,,,,-6.147739,143.657164,5680,10,10,Pacific/Port_Moresby
AYMO,,MOMOTE,,,,-2.061889,147.42415,12,10,10,Pacific/Port_Moresby
AYNZ,LAE,NADZAB,NADZAB,,PAPUA NEW GUINEA,-6.569828,146.726242,239,10,10,Pacific/Port_Moresby
AYPY,POM,PORT MORESBY JACKSONS INTERNATIONAL,PORT MORESBY,,PAPUA NEW GUINEA,-9.443383,147.22005,146,10,10,Pacific/Port_Moresby
AYRB,RAB,,RABAUL,,PAPUA NEW GUINEA,,,0,,,
AYTK,,TOKUA,,,PAPUA NEW GUINEA,-4.340456,152.379667,32,10,10,Pacific/Port_Moresby
AYVN,,VANIMO,,,,-2.692122,141.302286,10,10,10,Pacific/Port_Moresby
AYWD,,WAPENAMANDA,,,,-5.643303,143.895411,5889,10,10,Pacific/Port_Moresby
AYWK,WWK,WEWAK INTERNATIONAL,WEWAK,,PAPUA NEW GUINEA,-3.583828,143.669186,19,10,10,Pacific/Port_Moresby
BGAM,,,ANGMAGSSALIK,,GREENLAND,,,0,,,
BGAS,,,ANGISSOQ,,GREENLAND,,,0,,,
BGAT,,,APUTITEQ,,GREENLAND,,,0,,,
BGBW,UAK,NARSARSUAQ,NARSSARSSUAQ,,GREENLAND,61.161111,-45.427775,112,-3,-2,America/Godthab
BGCH,JCH,,CHRISTIANSHAAB,,GREENLAND,,,0,,,
BGCO,,NERLERIT INAAT CONSTABLE PYNT,NERLERIT INAAT,,GREENLAND,,,45,,,
BGDB,,,DANEBORG,,GREENLAND,,,0,,,
BGDH,,,DANMARKSHAVN,,GREENLAND,,,0,,,
BGDU,,,DUNDAS,,GREENLAND,,,0,,,
BGEM,JEG,,EGEDESMINDE,,GREENLAND,,,0,,,
BGFD,,,FREDERIKSDAL,,GREENLAND,,,0,,,
BGFH,JFR,,FREDERIKSHAAB,,GREENLAND,,,0,,,
BGGD,JGR,,GRONNEDAL,,GREENLAND,,,0,,,
BGGH,GOH,NUUK,GODTHAAB,,GREENLAND,64.190833,-51.678056,283,-3,-2,America/Godthab
BGGN,JGO,,GODHAVN,,GREENLAND,,,0,,,
BGHB,JHS,,HOLSTEINSBORG,,GREENLAND,,,0,,,
BGIS,,,ISORTOQ,,GREENLAND,,,0,,,
BGIT,,,IVIGTUT,,GREENLAND,,,0,,,
BGJH,JJU,,JULIANEHAAB,,GREENLAND,,,0,,,
BGJN,JAV,JACOBSHAVN,JAKOBSHAVN,,GREENLAND,,,110,,,
BGKD,,,KAP DAN,,GREENLAND,,,0,,,
BGKK,KUS,KULUSUK,KULUSUK,,GREENLAND,,,110,,,
BGKM,,,KUNGMIUT,,GREENLAND,,,0,,,
BGKT,,,KAP TOBIN,,GREENLAND,,,0,,,
BGMV,,,MESTERS VIG,,GREENLAND,,,0,,,
BGNN,JNN,,NANORTALIK,,GREENLAND,,,0,,,
BGNS,JNS,,NARSSAQ,,GREENLAND,,,0,,,
BGOS,,,ORSSUIORSSUAQ,,GREENLAND,,,0,,,
BGPC,,,PRINS CHRISTIAN SUND,,GREENLAND,,,0,,,
BGRS,,,RAVNS STORO,,GREENLAND,,,0,,,
BGSC,,,SCORESBYSUND,,GREENLAND,,,0,,,
BGSF,SFJ,KANGERLUSSUAQ SONDRE STROMFJORD,SONDRESTROM,,GREENLAND,67.016969,-50.689325,165,-3,-2,America/Godthab
BGSG,,,SERMILIGAO,,GREENLAND,,,0,,,
BGST,JSU,,SUKKERTOPPEN,,GREENLAND,,,0,,,
BGTL,THU,THULE AIR BASE,THULE,,GREENLAND,76.531356,-68.703161,251,-4,-3,America/Thule
BGTM,,,TINGMIARMIUT,,GREENLAND,,,0,,,
BGTN,,,TINITEQILAQ,,GREENLAND,,,0,,,
BGUM,,,UMANAK,,GREENLAND,,,0,,,
BGUP,JUV,,UPERNAVIK,,GREENLAND,,,0,,,
BIAR,AEY,AKUREYRI,AKUREYRI,,ICELAND,65.659994,-18.072703,6,0,0,Atlantic/Reykjavik
BIBD,BIU,BILDUDALUR,BILDUDALUR,,ICELAND,65.641331,-23.546169,26,0,0,Atlantic/Reykjavik
BIBL,,,BLONDUOS,,ICELAND,,,0,,,
BIDV,,,DJUOIVOGUR,,ICELAND,,,0,,,
BIEG,EGS,EGILSSTADIR,EGILSSTADIR,,ICELAND,65.283333,-14.401389,76,0,0,Atlantic/Reykjavik
BIFM,,,FAGURHOLSMYRI,,ICELAND,,,0,,,
BIGR,GRY,,GRIMSEY,,ICELAND,,,0,,,
BIHN,HFN,HORNAFJORDUR,HOFN,,ICELAND,64.295556,-15.227222,24,0,0,Atlantic/Reykjavik
BIHU,HZK,HUSAVIK,HUSAVIK,,ICELAND,65.952328,-17.425978,45,0,0,Atlantic/Reykjavik
BIIS,IFJ,ISAFJORDUR,ISAFJORDUR,,ICELAND,66.058056,-23.135278,8,0,0,Atlantic/Reykjavik
BIKF,KEF,KEFLAVIK NAS,KEFLAVIK,,ICELAND,63.985,-22.605556,171,0,0,Atlantic/Reykjavik
BIKP,OPA,KOPASKER,KOPASKER,,ICELAND,,,20,,,
BIKR,SAK,,SAUDARKROKUR,,ICELAND,,,0,,,
BINF,NOR,,NORDFJORDUR,,ICELAND,,,0,,,
BIPA,PFJ,PATREKSFJORDUR,PATREKSFJORDUR,,ICELAND,65.555833,-23.965,11,0,0,Atlantic/Reykjavik
BIRF,,RIF,,,ICELAND,64.911392,-23.816111,34,0,0,Atlantic/Reykjavik
BIRG,RFN,,RAUFARHOFN,,ICELAND,,,0,,,
BIRK,RKV,REYKJAVIK,REYKJAVIK,,ICELAND,64.13,-21.940556,48,0,0,Atlantic/Reykjavik
BISI,SIJ,SIGLUFJORDHUR,SIGLUFJORDUR,,ICELAND,66.133333,-18.916667,10,0,0,Atlantic/Reykjavik
BISS,,,SANDSKEID,,ICELAND,,,0,,,
BIST,,,STYKKISHOLMUR,,ICELAND,,,0,,,
BITE,TEY,,THINGEYRI,,ICELAND,,,0,,,
BITH,THO,,THORSHOFN,,ICELAND,,,0,,,
BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,,ICELAND,63.424303,-20.278875,326,0,0,Atlantic/Reykjavik
BIVO,VPN,,VOPNAFJORDUR,,ICELAND,,,0,,,
BZGD,,,GODLEY,,NEW ZEALAND,,,0,,,
CAA8,,INVERMERE,,,CANADA,50.516667,-116,2820,-7,-6,America/Edmonton
CAD4,,TRAIL,,,CANADA,49.066667,-117.6,1420,-8,-7,America/Vancouver
CAD5,,MERRITT,,,CANADA,50.122778,-120.747222,2080,-8,-7,America/Vancouver
CAF2,,BELLA BELLA CAMPBELL,,,CANADA,52.185,-128.156667,141,-8,-7,America/Vancouver
CAH4,,VALEMOUNT,,,CANADA,52.853333,-119.334444,2615,-8,-7,America/Vancouver
CAJ3,,ART SUTCLIFFE FLD,,,CANADA,49.036944,-116.498333,2070,-8,-7,America/Vancouver
CAJ4,,ANAHIM LAKE,,,CANADA,52.452222,-125.303056,3635,-8,-7,America/Vancouver
CAJ7,,CAYLEY A J FLYING RANCH,,,CANADA,50.45,-113.75,3450,-7,-6,America/Edmonton
CAL3,,DOUGLAS LAKE,,,CANADA,50.166667,-120.183333,2700,-8,-7,America/Vancouver
CAM5,,HOUSTON,,,CANADA,54.433333,-126.783333,2150,-8,-7,America/Vancouver
CAQ5,,NAKUSP,,,CANADA,50.266389,-117.812778,1689,-8,-7,America/Vancouver
CAR3,,LILLOOET,,,CANADA,50.674722,-121.893611,1320,-8,-7,America/Vancouver
CAT4,,QUALICUM BEACH,,,CANADA,49.337222,-124.393889,191,-8,-7,America/Vancouver
CAU3,,OLIVER,,,CANADA,49.173333,-119.551111,1015,-8,-7,America/Vancouver
CAU4,,VANDERHOOF,,,CANADA,54.046111,-124.0125,2225,-8,-7,America/Vancouver
CAZ5,,CACHE CREEK,,,CANADA,50.783333,-121.316667,2034,-8,-7,America/Vancouver
CBJ4,,ECHO VALLEY,,,CANADA,51.241667,-121.994167,3650,-8,-7,America/Vancouver
CBQ8,,WOODCOCK,,,CANADA,55.066667,-128.233333,537,-8,-7,America/Vancouver
CBR2,,KASLO,,,CANADA,49.903611,-116.935278,2354,-8,-7,America/Vancouver
CBS8,,PORT ALBERNI,,,CANADA,49.322222,-124.936111,250,-8,-7,America/Vancouver
CBX7,,TUMBLER RIDGE,,,CANADA,55.025,-120.934722,3075,-7,-6,America/Edmonton
CBZ9,,FRASER LAKE,,,CANADA,54.013333,-124.768333,2690,-8,-7,America/Vancouver
CCC2,,WINTERLAND,,,CANADA,47.136944,-55.329167,96,-3.5,-2.5,America/St_Johns
CCE2,,MOUNT PLEASANT,,,CANADA,46.597778,-64.005,110,-4,-3,America/Moncton
CCE3,,JUNIPER,,,CANADA,46.564167,-67.168611,850,-4,-3,America/Moncton
CCG4,,MCEWEN,,,CANADA,46.153889,-64.768611,214,-4,-3,America/Moncton
CCN2,,GRAND MANAN,,,CANADA,44.713333,-66.796389,238,-4,-3,America/Moncton
CCP2,,EXPLOITS VALLEY BOTWOOD,,,CANADA,49.056111,-55.448056,365,-3.5,-2.5,America/St_Johns
CCQ3,,DEBERT,,,CANADA,45.418611,-63.460556,142,-4,-3,America/Halifax
CCR3,,FLORENCEVILLE,,,CANADA,46.426111,-67.628056,508,-4,-3,America/Moncton
CCS3,,ST STEPHEN,,,CANADA,45.2075,-67.250556,96,-4,-3,America/Moncton
CCS4,,CHIPMAN,,,CANADA,46.148611,-65.904167,50,-4,-3,America/Moncton
CCW3,,KINGS CO MUNI,,,CANADA,45.051944,-64.651667,119,-4,-3,America/Halifax
CCW4,,STANLEY,,,CANADA,45.100556,-63.920556,95,-4,-3,America/Halifax
CCZ3,,CLARENVILLE,,,CANADA,48.274722,-53.923889,199,-3.5,-2.5,America/St_Johns
CDA2,,TATAMAGOUCHE,,,CANADA,45.735556,-63.318333,10,-4,-3,America/Moncton
CDA4,,POKEMOUCHE,,,CANADA,47.716389,-64.8825,68,-4,-3,America/Moncton
CDA5,,ST ANDREWS CODROY VALLEY,,,CANADA,47.773614,-59.313058,65,-3.5,-2.5,America/St_Johns
CDH1,,DEERHURST RESORT,,,CANADA,45.354167,-79.151389,1029,-5,-4,America/Toronto
CDJ4,,CLEARWATER,,,CANADA,46.713611,-66.829167,1300,-4,-3,America/Moncton
CDU9,,DUNNVILLE,,,CANADA,42.872222,-79.595833,600,-5,-4,America/Toronto
CDY3,,FOGO,,,CANADA,49.6575,-54.2375,80,-3.5,-2.5,America/St_Johns
CEA3,,OLDS DIDSBURY,,,CANADA,51.711944,-114.106667,3360,-7,-6,America/Edmonton
CEA5,,HARDISTY,,,CANADA,52.646944,-111.384167,2326,-7,-6,America/Edmonton
CEA6,,CARDSTON,,,CANADA,49.1625,-113.241111,3887,-7,-6,America/Edmonton
CEB5,,FAIRVIEW,,,CANADA,56.081389,-118.434722,2166,-7,-7,America/Dawson_Creek
CEC4,,HINTON JASPER HINTON,,,CANADA,53.319167,-117.753056,4026,-7,-6,America/Edmonton
CED3,,OYEN MUNI,,,CANADA,51.334167,-110.491389,2498,-7,-6,America/Edmonton
CED5,,TABER,,,CANADA,49.826667,-112.185,2648,-7,-6,America/Edmonton
CEE5,,WABASCA,,,CANADA,55.961944,-113.819167,1820,-7,-6,America/Edmonton
CEF3,,BOW ISLAND,,,CANADA,49.883336,-111.333339,2634,-7,-6,America/Edmonton
CEF4,,AIRDRIE,,,CANADA,51.265556,-113.933056,3648,-7,-6,America/Edmonton
CEG3,,LACOMBE,,,CANADA,52.488333,-113.712222,2783,-7,-6,America/Edmonton
CEG4,,DRUMHELLER MUNI,,,CANADA,51.496389,-112.748611,2599,-7,-6,America/Edmonton
CEH3,,PONOKA INDUSTRIAL,,,CANADA,52.651667,-113.605833,2669,-7,-6,America/Edmonton
CEH4,,DE WINTON SOUTH CALGARY,,,CANADA,50.821944,-113.824444,3355,-7,-6,America/Edmonton
CEH5,,RED EARTH CREEK,,,CANADA,56.546389,-115.274167,1790,-7,-6,America/Edmonton
CEH6,,PROVOST,,,CANADA,52.338056,-110.278889,2197,-7,-6,America/Edmonton
CEJ3,,STETTLER,,,CANADA,52.31,-112.753889,2686,-7,-6,America/Edmonton
CEJ4,,CLARESHOLM INDUS,,,CANADA,50.004722,-113.63,3325,-7,-6,America/Edmonton
CEJ6,,ELK POINT,,,CANADA,53.893056,-110.772222,1981,-7,-6,America/Edmonton
CEL4,,HANNA,,,CANADA,51.631389,-111.904167,2738,-7,-6,America/Edmonton
CEL5,,VALLEYVIEW,,,CANADA,55.0325,-117.295833,2435,-7,-6,America/Edmonton
CEM4,,INNISFAIL,,,CANADA,52.078611,-114.0275,3017,-7,-6,America/Edmonton
CEM5,,SWAN HILLS,,,CANADA,54.670833,-115.414722,3473,-7,-6,America/Edmonton
CEN3,,THREE HILLS,,,CANADA,51.696667,-113.209167,2975,-7,-6,America/Edmonton
CEN4,,HIGH RIVER,,,CANADA,50.533333,-113.833333,3431,-7,-6,America/Edmonton
CEN5,,COLD LAKE REGIONAL,,,CANADA,54.4775,-110.268611,1786,-7,-6,America/Edmonton
CEP3,,BARRHEAD,,,CANADA,54.1,-114.433333,2121,-7,-6,America/Edmonton
CEQ3,,CAMROSE,,,CANADA,53.040278,-112.815556,2426,-7,-6,America/Edmonton
CEQ5,,GRANDE CACHE,,,CANADA,53.916944,-118.874444,4117,-7,-6,America/Edmonton
CER2,,CASTOR,,,CANADA,52.216667,-111.933331,2704,-7,-6,America/Edmonton
CER3,,DRAYTON VALLEY INDUSTRIAL,,,CANADA,53.265833,-114.960278,2776,-7,-6,America/Edmonton
CES4,,WESTLOCK,,,CANADA,54.142222,-113.740833,2214,-7,-6,America/Edmonton
CET9,,JEAN MARIE RIVER,,,CANADA,61.516667,-120.616669,470,-7,-7,America/Dawson_Creek
CEU2,,BEAVERLODGE,,,CANADA,55.184167,-119.4475,2289,-7,-6,America/Edmonton
CEV3,,VEGREVILLE,,,CANADA,53.514444,-112.0275,2072,-7,-6,America/Edmonton
CEV7,,TOFIELD,,,CANADA,53.371111,-112.696667,2311,-7,-6,America/Edmonton
CEW3,,ST PAUL,,,CANADA,53.993333,-111.380278,2147,-7,-6,America/Edmonton
CEX3,,WETASKIWIN,,,CANADA,52.965,-113.411111,2508,-7,-6,America/Edmonton
CEY3,,FORT MACLEOD,,,CANADA,49.7,-113.416667,3138,-7,-6,America/Edmonton
CEZ4,,FORT VERMILION,,,CANADA,58.404167,-115.950833,836,-7,-7,America/Dawson_Creek
CFB6,,EDMONTON JOSEPHBURG,,,CANADA,53.727222,-113.086111,2069,-7,-6,America/Edmonton
CFD4,,FOREMOST,,,CANADA,49.483056,-111.494444,2909,-7,-6,America/Edmonton
CFE5,,PEACE RIVER THREE CREEKS,,,CANADA,56.4125,-116.882222,2000,-7,-6,America/Edmonton
CFF7,,WAINWRIGHT CAMP WAINWRIGHT FIELD,,,CANADA,52.833333,-110.9,2170,-7,-6,America/Edmonton
CFG3,,CONSORT,,,CANADA,52.016667,-110.75,2499,-7,-6,America/Edmonton
CFH4,,FOX HARBOUR,,,CANADA,45.87,-63.461111,62,-4,-3,America/Moncton
CFL2,,EMPRESS MCNEILL CONOCO,,,CANADA,50.6825,-110.041944,2395,-7,-6,America/Edmonton
CFP7,,WAINWRIGHT FIELD 21,,,CANADA,52.830556,-111.100556,2250,-7,-6,America/Edmonton
CFS5,,SPIRIT RIVER,,,CANADA,55.783611,-118.839722,2044,-7,-6,America/Edmonton
CFS6,,LOON RIVER,,,CANADA,57.141944,-115.075278,1550,-7,-6,America/Edmonton
CFT8,,PELICAN,,,CANADA,56.160833,-113.474444,2040,-7,-6,America/Edmonton
CFT9,,ZAMA LAKE,,,CANADA,59.061667,-118.888056,1242,-7,-7,America/Dawson_Creek
CFX2,,CALGARY OKOTOKS AIR PARK,,,CANADA,50.735278,-113.934722,3601,-7,-6,America/Edmonton
CFX4,,MANNING,,,CANADA,56.950833,-117.644167,1612,-7,-7,America/Dawson_Creek
CJA3,,MORDEN,,,CANADA,49.210278,-98.059167,950,-6,-5,America/Winnipeg
CJB3,,STEINBACH,,,CANADA,49.549444,-96.679444,850,-6,-5,America/Winnipeg
CJB8,,KYLE,,,CANADA,50.833333,-108.07,2175,-6,-6,America/Swift_Current
CJC5,,SHAUNAVON,,,CANADA,49.658056,-108.406389,3012,-6,-6,America/Swift_Current
CJE3,,WEYBURN,,,CANADA,49.698056,-103.801111,1931,-6,-6,America/Regina
CJJ4,,DELORAINE,,,CANADA,49.150556,-100.500556,1680,-6,-5,America/Winnipeg
CJJ8,,MACKLIN,,,CANADA,52.342778,-109.918889,2280,-6,-6,America/Swift_Current
CJK4,,ESTERHAZY,,,CANADA,50.642778,-102.100278,1700,-6,-6,America/Regina
CJL6,,ALTONA MUNI,,,CANADA,49.094444,-97.533889,806,-6,-5,America/Winnipeg
CJM5,,FRONTIER,,,CANADA,49.166667,-108.566667,2960,-6,-6,America/Swift_Current
CJQ3,,CARLYLE,,,CANADA,49.644444,-102.286939,2074,-6,-6,America/Regina
CJQ4,,MAPLE CREEK,,,CANADA,49.895833,-109.475,2517,-7,-6,America/Edmonton
CJQ6,,TANQUARY FIORD,,,CANADA,81.409444,-76.881667,50,-5,-5,America/Resolute
CJR2,,LUSELAND,,,CANADA,52.07,-109.374444,2300,-6,-6,America/Swift_Current
CJR4,,ESTON,,,CANADA,51.144167,-108.762778,2225,-6,-6,America/Swift_Current
CJV5,,NEEPAWA,,,CANADA,50.232778,-99.510556,1277,-6,-5,America/Winnipeg
CJW5,,RUSSELL,,,CANADA,50.765833,-101.295,1825,-6,-6,America/Regina
CJX5,,SOURIS GLENWOOD INDUSTRIAL AIR PARK,,,CANADA,49.633333,-100.2,1480,-6,-5,America/Winnipeg
CJY3,,TISDALE,,,CANADA,52.836667,-104.066667,1525,-6,-6,America/Regina
CJZ3,,MELFORT,,,CANADA,52.866667,-104.699722,1495,-6,-6,America/Regina
CKB7,,ROBLIN,,,CANADA,51.234444,-101.3925,1821,-6,-6,America/Regina
CKD5,,KIPLING,,,CANADA,50.099167,-102.606667,2157,-6,-6,America/Regina
CKE8,,UNITY,,,CANADA,52.445833,-109.185278,2090,-6,-6,America/Swift_Current
CKH2,,ROCANVILLE,,,CANADA,50.464722,-101.554444,1585,-6,-6,America/Regina
CKL5,,SHOAL LAKE,,,CANADA,50.4575,-100.608611,1836,-6,-5,America/Winnipeg
CKQ5,,LUCKY LAKE,,,CANADA,50.994167,-107.131389,2084,-6,-6,America/Swift_Current
CKQ6,,ERICKSON MUNI,,,CANADA,50.499444,-99.897778,2114,-6,-5,America/Winnipeg
CLM2,,LEAMINGTON,,,CANADA,42.025,-82.525,576,-5,-4,America/Toronto
CNA3,,SPRINGWATER BARRIE AIRPARK,,,CANADA,44.406389,-79.731667,963,-5,-4,America/Toronto
CNB9,,LAKE SIMCOE RGNL,,,CANADA,44.485278,-79.555556,968,-5,-4,America/Toronto
CNC3,,BRAMPTON,,,CANADA,43.760278,-79.875,900,-5,-4,America/Toronto
CNE4,,IROQUOIS FALLS,,,CANADA,48.741667,-80.793333,1008,-5,-4,America/Nipigon
CNF4,,LINDSAY,,,CANADA,44.364722,-78.783889,882,-5,-4,America/Toronto
CNK4,,PARRY SOUND AREA MUNI,,,CANADA,45.256944,-79.829444,832,-5,-4,America/Toronto
CNL3,,THOUSAND ISLANDS RGNL,,,CANADA,44.638889,-75.750558,396,-5,-4,America/Montreal
CNM4,,STRATFORD MUNI,,,CANADA,43.415556,-80.934444,1215,-5,-4,America/Toronto
CNP3,,SOUTH RENFREW MUNI,,,CANADA,45.413611,-76.365833,358,-5,-4,America/Montreal
CNQ3,,WELLAND,,,CANADA,42.979167,-79.324722,586,-5,-4,America/Toronto
CNQ4,,TILLSONBURG,,,CANADA,42.926944,-80.749722,885,-5,-4,America/Toronto
CNR4,,TOBERMORY,,,CANADA,45.233333,-81.633333,700,-5,-4,America/Toronto
CNS7,,KINCARDINE,,,CANADA,44.201389,-81.606667,768,-5,-4,America/Toronto
CNY3,,COLLINGWOOD,,,CANADA,44.449164,-80.158333,730,-5,-4,America/Toronto
CNZ3,,CHATHAM,,,CANADA,42.306389,-82.081947,650,-5,-4,America/Toronto
CNZ8,,GRIMSBY AIRPARK,,,CANADA,43.16,-79.599167,640,-5,-4,America/Toronto
CPE4,,REIDS FIELD,,,CANADA,43.442778,-80.232222,1050,-5,-4,America/Toronto
CPF2,,BAR RIVER,,,CANADA,46.420278,-84.092222,591,-5,-4,America/Nipigon
CPL5,,THESSALON MUNI,,,CANADA,46.316667,-83.533333,750,-5,-4,America/Toronto
CPN4,,SAUGEEN MUNI,,,CANADA,44.158333,-81.062778,939,-5,-4,America/Toronto
CPR7,,WINGHAM,,,CANADA,43.868056,-81.298333,1075,-5,-4,America/Toronto
CPT2,,KILLARNEY,,,CANADA,45.9775,-81.494722,608,-5,-4,America/Toronto
CPU6,,MOHAWK,,,CANADA,44.184722,-77.107778,260,-5,-4,America/Toronto
CPZ3,,MOUNTAIN VIEW,,,CANADA,44.069444,-77.338056,362,-5,-4,America/Toronto
CSC3,,DRUMMONDVILLE,,,CANADA,45.845278,-72.394722,365,-5,-4,America/Montreal
CSD4,,MONT LAURIER,,,CANADA,46.564444,-75.577778,815,-5,-4,America/Montreal
CSE4,,LACHUTE,,,CANADA,45.639444,-74.370556,230,-5,-4,America/Montreal
CSE5,,MONTMAGNY,,,CANADA,47.001389,-70.515833,37,-5,-4,America/Montreal
CSG3,,JOLIETTE,,,CANADA,46.045,-73.501667,225,-5,-4,America/Montreal
CSH4,,LEBEL SUR QUEVILLON,,,CANADA,49.030278,-77.017222,960,-5,-4,America/Montreal
CSJ4,,LOUISEVILLE,,,CANADA,46.246111,-72.904444,40,-5,-4,America/Montreal
CSK3,,MASCOUCHE,,,CANADA,45.718611,-73.598056,75,-5,-4,America/Montreal
CSL3,,LAC A LA TORTUE,,,CANADA,46.621667,-72.630278,434,-5,-4,America/Montreal
CSM3,,THETFORD MINES,,,CANADA,46.051667,-71.257222,1408,-5,-4,America/Montreal
CSQ3,,VALCOURT,,,CANADA,45.481111,-72.310278,740,-5,-4,America/Montreal
CSR3,,VICTORIAVILLE,,,CANADA,46.112778,-71.928889,486,-5,-4,America/Montreal
CSR8,,LA SARRE,,,CANADA,48.917222,-79.178611,1048,-5,-4,America/Montreal
CSS3,,LES CEDRES,,,CANADA,45.3475,-74.076667,160,-5,-4,America/Montreal
CSU3,,ST HYACINTHE,,,CANADA,45.605,-73.014167,115,-5,-4,America/Montreal
CSX4,,RIVIERE OUELLE,,,CANADA,47.445,-69.979444,50,-5,-4,America/Montreal
CSY3,,SOREL,,,CANADA,45.980278,-73.042222,76,-5,-4,America/Montreal
CSZ3,,ST-JOVITE,,,CANADA,,,,,,
CTA4,,ST BRUNO DE GUIGUES,,,CANADA,47.449164,-79.418056,820,-5,-4,America/Toronto
CTG3,,DU ROCHER PERCE PABOK,PETIT PABOS,,CANADA,48.383333,-64.564444,87,-5,-4,America/Montreal
CUAP,,,ACTIVE PASS,,CANADA,,,0,,,
CUHA,YQC,,QUAQTAQ,,CANADA,,,0,,,
CUQC,,,STIRLING,,CANADA,,,0,,,
CUUP,,,OTTAWA,,CANADA,,,0,,,
CWBF,,,BATTLE HARBOUR,,CANADA,,,0,,,
CWHJ,,,HOLBERG,,CANADA,,,0,,,
CWMK,,,SIMCOE,,CANADA,,,0,,,
CWMN,,,MOUNT FOREST,,CANADA,,,0,,,
CWOH,,,SAINTE AGATHE,,CANADA,,,0,,,
CWPC,,,PINCHER CREEK,,CANADA,,,0,,,
CWPO,,,PILOT MOUNT,,CANADA,,,0,,,
CWVA,,,BONAVISTA,,CANADA,,,0,,,
CYAB,YAB,,ARCTIC BAY,,CANADA,,,0,,,
CYAG,,FORT FRANCES MUNI,,,,48.654167,-93.439722,1125,-6,-5,America/Rainy_River
CYAJ,,,KOMAKUK,,CANADA,,,0,,,
CYAL,YAL,,ALERT BAY,,CANADA,,,0,,,
CYAM,YAM,SAULT STE MARIE,SAULT SAINTE MARIE,,CANADA,46.485,-84.509444,630,-5,-4,America/Nipigon
CYAS,,KANGIRSUK,,,,60.027222,-69.999167,403,-5,-4,America/Iqaluit
CYAU,,LIVERPOOL,,,,44.230278,-64.856111,321,-4,-3,America/Halifax
CYAV,YAV,WINNIPEG ST ANDREWS,WINNIPEG,,CANADA,50.056389,-97.0325,760,-6,-5,America/Winnipeg
CYAW,YAW,SHEARWATER,HALIFAX,,CANADA,44.639722,-63.499444,167,-4,-3,America/Halifax
CYAX,,LAC DU BONNET,,,,50.294444,-96.01,850,-6,-5,America/Winnipeg
CYAY,YAY,ST ANTHONY,ST. ANTHONY,,CANADA,51.391667,-56.084444,92,-3.5,-2.5,America/St_Johns
CYAZ,YAZ,TOFINO,TOFINO,,CANADA,49.082222,-125.7725,80,-8,-7,America/Vancouver
CYBA,,,BANFF,,CANADA,,,0,,,
CYBB,YBB,KUGAARUK,PELLY BAY,,CANADA,68.534444,-89.808056,56,-5,-5,America/Resolute
CYBC,YBC,BAIE COMEAU,BAIE COMEAU,,CANADA,49.132222,-68.207222,71,-5,-4,America/Montreal
CYBD,,BELLA COOLA,,,,52.3875,-126.595833,117,-8,-7,America/Vancouver
CYBE,,URANIUM CITY,,,,59.561389,-108.481389,1044,-6,-5,America/Rankin_Inlet
CYBF,,BONNYVILLE,,,,54.304167,-110.743611,1836,-7,-6,America/Edmonton
CYBG,YBG,BAGOTVILLE,BAGOTVILLE,,CANADA,48.330556,-70.996392,522,-5,-4,America/Montreal
CYBK,YBK,BAKER LAKE,BAKER LAKE,,CANADA,64.298889,-96.077778,59,-5,-5,America/Resolute
CYBL,YBL,CAMPBELL RIVER,CAMPBELL RIVER,,CANADA,49.950833,-125.270833,346,-8,-7,America/Vancouver
