ICAO,IATA,Name,City,Province,Country,Lat,Lon,Elev,OffUTC,OffDST,TZone
SBJA,RIJ,,RIOJA,,PERU,,,0,,,
SBJC,,JULIO CESAR,BELEM,,BRAZIL,-1.414158,-48.460739,52,-3,-3,America/Belem
SBJF,JDF,FRANCISCO DE ASSIS,JUIZ DE FORA,,BRAZIL,-21.7915,-43.386778,2989,-2,-3,America/Sao_Paulo
SBJP,JPA,INTL. PRES. CASTRO PINTO,JOAO PESSOA,,BRAZIL,-7.148381,-34.950681,1646,-3,-3,America/Recife
SBJR,,,RIO DE JANEIRO,,BRAZIL,,,0,,,
SBJU,,CARIRI,,,,-7.218958,-39.2701,1342,-3,-3,America/Fortaleza
SBJV,JOI,JOINVILLE,JOINVILLE,,BRAZIL,-26.224406,-48.797331,15,-2,-3,America/Sao_Paulo
SBKG,CPV,,CAMPINA GRANDE,,BRAZIL,-7.269917,-35.896364,0,-3,-3,America/Recife
SBKP,VCP,VIRACOPOS,CAMPINAS,,BRAZIL,-23.008158,-47.134661,2170,-2,-3,America/Sao_Paulo
SBLJ,,LAGES,LAJES,,BRAZIL,-27.782142,-50.281486,3065,-2,-3,America/Sao_Paulo
SBLN,LIP,LINS,LINS,,BRAZIL,-21.664039,-49.730519,1559,-2,-3,America/Sao_Paulo
SBLO,LDB,LONDRINA,LONDRINA,,BRAZIL,-23.333625,-51.130072,1867,-2,-3,America/Sao_Paulo
SBLP,LAZ,BOM JESUS DA LAPA,BOM JESUS DA LAPA,,BRAZIL,-13.262086,-43.408114,1454,-3,-3,America/Bahia
SBLS,,LAGOA SANTA,LAGOA SANTA,,BRAZIL,-19.661611,-43.896403,2795,-2,-3,America/Sao_Paulo
SBMA,MAB,MARABA,MARABA,,BRAZIL,-5.368589,-49.138025,357,-3,-3,America/Araguaina
SBMC,,MINACU,,,,-13.549103,-48.195347,1444,-3,-3,America/Araguaina
SBMD,,MONTE DOURADO,ALMEIRIM,,BRAZIL,-0.889839,-52.60225,677,-4,-4,America/Manaus
SBME,,MACAE,,,,-22.343031,-41.766033,8,-2,-3,America/Sao_Paulo
SBMG,MGF,MARINGA,MARINGA,,BRAZIL,,,1832,-3,,
SBMH,,AEROPORTO REGIONAL DE MARINGA,,,,-23.479444,-52.012222,1788,-2,-3,America/Sao_Paulo
SBMK,MOC,MONTES CLAROS,MONTES CLAROS,,BRAZIL,-16.706925,-43.8189,2191,-3,-3,America/Bahia
SBML,,MARILIA,MARILIA,,BRAZIL,-22.196892,-49.9264,2122,-2,-3,America/Sao_Paulo
SBMN,,PONTA PELADA,MANAUS,,BRAZIL,-3.146042,-59.9863,267,-4,-4,America/Manaus
SBMO,MCZ,ZUMBI DOS PALMARES,MACEIO,,BRAZIL,-9.510481,-35.793439,387,-3,-3,America/Maceio
SBMQ,MCP,MACAPA,MACAPA,,BRAZIL,0.050664,-51.072178,56,-3,-3,America/Belem
SBMR,,,MANOEL RIBAS,,BRAZIL,,,0,-3,,
SBMS,,DIX SEPT ROSADO,MOCORD,,BRAZIL,-5.201919,-37.364347,77,-3,-3,America/Fortaleza
SBMT,,MARTE,SAO PAULO,,BRAZIL,-23.509119,-46.637753,2368,-2,-3,America/Sao_Paulo
SBMY,,MANICORE,MANICORE,,BRAZIL,,,174,-4,,
SBNF,NVT,NAVEGANTES ITAJAI,NAVEGANTES,,BRAZIL,-26.88,-48.651389,18,-2,-3,America/Sao_Paulo
SBNM,GEL,SANTO ANGELO,SANTO ANGELO,,BRAZIL,-28.281683,-54.169139,1056,-2,-3,America/Sao_Paulo
SBNT,NAT,AUGUSTO SEVERO,NATAL,,BRAZIL,-5.911361,-35.248028,169,-3,-3,America/Recife
SBOI,,OIAPOQUE,OIOIAPOQUE,,BRAZIL,3.855486,-51.796867,63,-3,-3,America/Belem
SBOU,OUS,,OURINHOS,,BRAZIL,,,0,-3,,
SBPA,POA,SALGADO FILHO,PORTO ALEGRE,,BRAZIL,-29.994428,-51.171428,11,-2,-3,America/Sao_Paulo
SBPB,,PARNAIBA,PARNAIBA,,BRAZIL,-2.893747,-41.731961,16,-3,-3,America/Fortaleza
SBPC,POO,POCOS DE CALDAS,POCOS DE CALDAS,,BRAZIL,-21.843014,-46.567917,4135,-2,-3,America/Sao_Paulo
SBPF,PFB,LAURO KURTZ,PASSO FUNDO,,BRAZIL,-28.243989,-52.326558,2376,-2,-3,America/Sao_Paulo
SBPG,,,PARANAGUA,,BRAZIL,,,0,-3,,
SBPI,,,PETROPOLIS,,BRAZIL,,,0,,,
SBPK,PET,PELOTAS,PELOTAS,,BRAZIL,-31.718353,-52.327689,59,-2,-3,America/Sao_Paulo
SBPL,PNZ,PETROLINA,PETROLINA,,BRAZIL,-9.364025,-40.564139,1263,-3,-3,America/Bahia
SBPM,,TOCANTINS,,,,-10.29,-48.357778,774,-3,-3,America/Araguaina
SBPN,PNB,PORTO NACIONAL,PORTO NACIONAL,,BRAZIL,-10.719417,-48.399736,870,-3,-3,America/Araguaina
SBPP,PMG,PONTA PORA,PONTA PORA,,BRAZIL,-22.549639,-55.702614,2156,-3,-4,America/Campo_Grande
SBPR,,CARLOS PRATES,,,,-19.90925,-43.99075,3045,-2,-3,America/Sao_Paulo
SBPS,,PORTO SEGURO,,,,-16.438639,-39.080917,168,-3,-3,America/Bahia
SBPT,,,OBENTENI,,PERU,,,0,,,
SBPV,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,,BRAZIL,-8.709361,-63.90225,290,-4,-4,America/Porto_Velho
SBPW,,,PINDAMONHANGABA,,BRAZIL,,,0,,,
SBQV,,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,,BRAZIL,-14.862761,-40.863106,2998,-3,-3,America/Bahia
SBRB,RBR,PRESIDENTE MEDICI,RIO BRANCO,,BRAZIL,-9.869158,-67.894072,634,-5,-5,America/Rio_Branco
SBRF,REC,GUARARAPES,RECIFE,,BRAZIL,-8.126486,-34.923592,33,-3,-3,America/Recife
SBRG,RIG,RIO GRANDE,RIO GRANDE,,BRAZIL,-32.082617,-52.166542,27,-2,-3,America/Sao_Paulo
SBRJ,SDU,SANTOS DUMONT,RIO DE JANEIRO,,BRAZIL,-22.910461,-43.163133,11,-2,-3,America/Sao_Paulo
SBRP,RAO,LEITE LOPES,RIBEIRAO PRETO,,BRAZIL,-21.134167,-47.774189,1802,-2,-3,America/Sao_Paulo
SBRQ,,,SAO ROQUE,,BRAZIL,,,0,,,
SBSA,,,SAO CARLOS,,BRAZIL,,,0,,,
SBSC,STU,SANTA CRUZ,RIO DE JANEIRO,,BRAZIL,-22.93235,-43.719092,10,-2,-3,America/Sao_Paulo
SBSI,IGU,,IGUASSU FALLS,,BRAZIL,,,0,,,
SBSJ,SJK,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,,BRAZIL,-23.229269,-45.861511,2120,-2,-3,America/Sao_Paulo
SBSL,SLZ,MARECHAL CUNHA MACHADO,SAO LUIS,,BRAZIL,-2.588833,-44.236639,178,-3,-3,America/Belem
SBSM,STM,SANTA MARIA,SANTAREM,,BRAZIL,-29.711358,-53.688153,287,-2,-3,America/Sao_Paulo
SBSN,,SANTAREM,,,,-2.422431,-54.792789,198,-4,-4,America/Manaus
SBSP,CGH,CONGONHAS,SAO PAULO,,BRAZIL,-23.626692,-46.655375,2631,-2,-3,America/Sao_Paulo
SBSR,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,,BRAZIL,-20.816567,-49.406511,1782,-2,-3,America/Sao_Paulo
SBST,SSZ,SANTOS AIR BASE,SANTOS,,BRAZIL,-23.925206,-46.2875,10,-2,-3,America/Sao_Paulo
SBSV,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,,BRAZIL,-12.910994,-38.331044,63,-3,-3,America/Bahia
SBSY,,,CHRISTALANDIA,,BRAZIL,,,0,-3,,
SBTA,,TAUBATE AVIATION BASE,,,,-23.040133,-45.516011,1923,-2,-3,America/Sao_Paulo
SBTB,,TROMBETAS,ORIXIMINA,,BRAZIL,-1.4896,-56.396803,287,-4,-4,America/Manaus
SBTC,,HOTEL TRANSAMERICA,,,,-15.355244,-38.999011,20,-3,-3,America/Bahia
SBTD,,TOLEDO,,,,-24.686342,-53.697492,1854,-2,-3,America/Sao_Paulo
SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,,BRAZIL,-5.059942,-42.823478,219,-3,-3,America/Fortaleza
SBTF,TFF,TEFE,TEFE,,BRAZIL,-3.382944,-64.724056,184,-4,-4,America/Manaus
SBTK,,TARAUACA,TARAUACA,,BRAZIL,-8.155256,-70.783269,646,-5,-5,America/Eirunepe
SBTL,,TELEMACO BORBA,TELEMACO BORBA,,BRAZIL,-24.317775,-50.651592,2610,-2,-3,America/Sao_Paulo
SBTS,,TIRIOS,OBIDOS TIRIOS,,BRAZIL,2.223472,-55.946056,1127,-4,-4,America/Boa_Vista
SBTT,TBT,TABATINGA,TABATINGA,,BRAZIL,-4.255669,-69.935828,279,-4,-4,America/Porto_Velho
SBTU,TUR,TUCURUI,TUCURUI,,BRAZIL,-3.785028,-49.719444,830,-3,-3,America/Belem
SBUA,,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL,,BRAZIL,-0.148419,-66.985589,251,-4,-4,America/Boa_Vista
SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,,BRAZIL,-9.400878,-38.250575,883,-3,-3,America/Maceio
SBUG,URG,RUBEM BERTA,URUGUAIANA,,BRAZIL,-29.782178,-57.038189,256,-2,-3,America/Sao_Paulo
SBUL,UDI,UBERLANDIA,UBERLANDIA,,BRAZIL,-18.882844,-48.225594,3094,-2,-3,America/Sao_Paulo
SBUP,,URUBUPUNGA,CASTILHO,,BRAZIL,-20.777067,-51.564761,1169,-2,-3,America/Sao_Paulo
SBUR,UBA,UBERABA,UBERABA,,BRAZIL,-19.765,-47.964778,2655,-2,-3,America/Sao_Paulo
SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,,BRAZIL,-21.590067,-45.473342,3028,-2,-3,America/Sao_Paulo
SBVH,BVH,VILHENA,VILHENA,,BRAZIL,-12.694375,-60.098269,2018,-3,-4,America/Cuiaba
SBVT,VIX,GOIABEIRAS,VITORIA,,BRAZIL,-20.258056,-40.286389,11,-2,-3,America/Sao_Paulo
SBXG,BPG,,BARRA DO GARCAS,,BRAZIL,,,0,,,
SBYA,,IAUARETE,IAUARETE,,BRAZIL,0.6075,-69.185836,345,-4,-4,America/Boa_Vista
SBYS,QPS,CAMPO FONTENELLE,PIRACUNUNGA,,BRAZIL,-21.985364,-47.338056,1968,-2,-3,America/Sao_Paulo
SC,,OFICINA VICTORIA,,,,-20.734681,-69.625675,3280,-3,-4,America/Santiago
SC,,CANCHONES WEST,,,,-20.426922,-69.640964,3000,-3,-4,America/Santiago
SC,,AUCO,,,,-31.577808,-71.110828,1420,-3,-4,America/Santiago
SCAC,ZUD,PUPELDE,ANCUD,,CHILE,,,375,,,
SCAP,WAP,ALTO PALENA,ALTO PALENA,,CHILE,,,910,,,
SCAR,ARI,CHACALLUTA,ARICA,,CHILE,-18.348514,-70.33875,166,-3,-4,America/Santiago
SCBA,BBA,BALMACEDA,BALMACEDA,,CHILE,-45.916058,-71.689475,1722,-3,-4,America/Santiago
SCBE,,BARRILES,,,,-22.142908,-70.06635,3475,-3,-4,America/Santiago
SCBQ,,EL BOSQUE,SANTIAGO,,CHILE,-33.5618,-70.6884,1844,-3,-4,America/Santiago
SCCC,CCH,CHILE CHICO,CHILE CHICO,,CHILE,-46.581578,-71.697517,1070,-3,-4,America/Santiago
SCCF,CJC,EL LOA,CALAMA,,CHILE,-22.498747,-68.904125,7514,-3,-4,America/Santiago
SCCH,,GENERAL BERNARDO O HIGGINS,CHILLAN,,CHILE,-36.582806,-72.031778,495,-3,-4,America/Santiago
SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,,CHILE,-53.002642,-70.854586,139,-3,-4,America/Santiago
SCCL,,CALDERA,,,,-27.077528,-70.799167,180,-3,-4,America/Santiago
SCCY,GXQ,TENIENTE VIDAL,COYHAIQUE,,CHILE,-45.594211,-72.106133,1020,-3,-4,America/Santiago
SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,,CHILE,-20.535222,-70.181275,157,-3,-4,America/Santiago
SCDW,,ALMIRANTE SCHOEDERS,,,,-53.6107,-70.470525,160,-3,-4,America/Santiago
SCEC,,PELICANO,,,,-29.144167,-70.887778,3678,-3,-4,America/Santiago
SCEL,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,,CHILE,-33.392975,-70.785803,1554,-3,-4,America/Santiago
SCER,,QUINTERO,,,,-32.790214,-71.521711,17,-3,-4,America/Santiago
SCES,,EL SALVADOR BAJO,,,,-26.311128,-69.7652,5240,-3,-4,America/Santiago
SCFA,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,,CHILE,-23.444478,-70.4451,455,-3,-4,America/Santiago
SCFM,,CAPITAN FUENTES MARTINEZ,PORVENIR,,CHILE,-53.253703,-70.319256,104,-3,-4,America/Santiago
SCFT,,,FUTALEUFU,,CHILE,,,0,,,
SCFX,,ISLA SAN FELIX,,,,-26.293864,-80.096214,165,,,
SCGE,LSQ,MARIA DOLORES,LOS ANGELES,,CHILE,-37.401722,-72.42575,374,-3,-4,America/Santiago
SCGZ,,GUARDIAMARINA ZANARTU,PUERTO WILLIAMS,,CHILE,-54.931072,-67.626261,88,-3,-4,America/Santiago
SCHA,CPO,CHAMONATE,COPIAPO,,CHILE,-27.296111,-70.413611,954,-3,-4,America/Santiago
SCHR,,COCHRANE,,,,-47.243847,-72.588417,643,-3,-4,America/Santiago
SCIC,,GENERAL FREIRE,CURICO,,CHILE,,,722,,,
SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,,CHILE,-36.77265,-73.063106,26,-3,-4,America/Santiago
SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,,CHILE,-27.164792,-109.421831,227,-5,-6,Pacific/Easter
SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,,CHILE,-40.611389,-73.060281,187,-3,-4,America/Santiago
SCKP,,COPOSA,,,,-20.752078,-68.680783,12468,-3,-4,America/Santiago
SCLL,,VALLENAR,VALLENAR,,CHILE,-28.597639,-70.759194,1725,-3,-4,America/Santiago
SCMB,,LA CHIMBA,,,,-23.553611,-70.396111,131,-3,-4,America/Santiago
SCNT,,TENIENTE JULIO GALLARDO,,,,-51.6725,-72.525833,217,-3,-4,America/Santiago
SCON,,,QUELLON,,CHILE,,,0,,,
SCOT,,SANTA ROSA DE TABALI,,,,-30.676525,-71.400967,787,-3,-4,America/Santiago
SCPC,,PUCON,,,,-39.292794,-71.915856,853,-3,-4,America/Santiago
SCPE,,SAN PEDRO DE ATACAMA,,,,-22.921742,-68.158436,7960,-3,-4,America/Santiago
SCQT,,LAS TACAS,,,,-30.096403,-71.364106,140,-3,-4,America/Santiago
SCRA,,CHANARAL,,,,-26.333056,-70.606111,97,-3,-4,America/Santiago
SCRD,,,VINA DEL MAR,,CHILE,,,0,,,
SCRG,,DE LA INDEPENDENCIA,RANCAGUA,,CHILE,-34.173694,-70.775694,1446,-3,-4,America/Santiago
SCRM,,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,,ANTARCTICA,-62.190833,-58.986667,147,-3,-4,Antarctica/Palmer
SCSE,LSC,LA FLORIDA,LA SERENA,,CHILE,-29.916419,-71.191233,481,-3,-4,America/Santiago
SCSN,,SANTO DOMINGO,SANTO DOMINGO,,CHILE,,,246,,,
SCSR,,,SEGUNDO CORRAL,,CHILE,,,0,,,
SCST,,GAMBOA,CASTRO,,CHILE,,,145,,,
SCTB,,EULOGIO SANCHEZ,SANTIAGO,,CHILE,-33.456278,-70.546667,2129,-3,-4,America/Santiago
SCTC,ZCO,MAQUEHUE,TEMUCO,,CHILE,-38.768472,-72.635917,305,-3,-4,America/Santiago
SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,,CHILE,-41.438886,-73.093953,294,-3,-4,America/Santiago
SCTI,ULC,LOS CERRILLOS,SANTIAGO,,CHILE,-33.493456,-70.697639,1677,-3,-4,America/Santiago
SCTL,,PANGUILEMO,,,,-35.378333,-71.601386,371,-3,-4,America/Santiago
SCTN,WCH,CHAITEN,CHAITEN,,CHILE,-42.933139,-72.699194,13,-3,-4,America/Santiago
SCTO,,VICTORIA,,,,-38.243889,-72.346947,1148,-3,-4,America/Santiago
SCTT,,LAS BREAS,,,,-25.564278,-70.375872,2580,-3,-4,America/Santiago
SCVD,ZAL,PICHOY,VALDIVIA,,CHILE,-39.649956,-73.086111,59,-3,-4,America/Santiago
SCVL,,LAS MARIAS,,,,-39.796944,-73.241669,13,-3,-4,America/Santiago
SCVM,,VINA DEL MAR,,,,-32.949611,-71.478583,461,-3,-4,America/Santiago
SCVN,,HUANCARA,,,,-30.026931,-70.751628,1968,-3,-4,America/Santiago
SCZP,,,ZAPAHUIRA,,CHILE,,,0,,,
SDAA,,ARARAS,,,,-22.339122,-47.359267,2247,-2,-3,America/Sao_Paulo
SDAF,,FAZENDA PALMEIRAS 2,,,,-22.156683,-47.719281,2762,-2,-3,America/Sao_Paulo
SDAG,,ANGRA DOS REIS,,,,-22.975339,-44.307142,33,-2,-3,America/Sao_Paulo
SDAM,,AMARAIS,,,,-22.859242,-47.108183,2001,-2,-3,America/Sao_Paulo
SDBB,,BEBEDOURO,,,,-20.90035,-48.473311,1942,-2,-3,America/Sao_Paulo
SDBK,,BOTUCATU,,,,-22.939506,-48.468003,3012,-2,-3,America/Sao_Paulo
SDCA,,CAPAO BONITO,,,,-24.036161,-48.356739,2402,-2,-3,America/Sao_Paulo
SDCD,,CATANDUVA,,,,-21.149239,-48.988681,1841,-2,-3,America/Sao_Paulo
SDCG,,SENADORA EUNICE MICHILES,,,,-3.469444,-68.958333,335,-4,-4,America/Porto_Velho
SDCO,,SOROCABA,,,,-23.478417,-47.489139,2082,-2,-3,America/Sao_Paulo
SDDN,,ANDRADINA,,,,-20.925006,-51.382017,1247,-2,-3,America/Sao_Paulo
SDEO,,FAZENDA ENTRE RIOS,,,,-21.878633,-48.659356,1709,-2,-3,America/Sao_Paulo
SDFH,,FAZENDA AMALIA,,,,-21.444056,-47.3712,2318,-2,-3,America/Sao_Paulo
SDIL,,FAZENDA PEDRA BRANCA,,,,-22.902778,-44.288333,10,-2,-3,America/Sao_Paulo
SDKJ,,FORMOSA DO RIO PRETO,,,,-11.0225,-45.191667,1598,-3,-3,America/Araguaina
SDKO,,FAZENDA CAMPO GRANDE,,,,-20.257556,-48.788858,1830,-2,-3,America/Sao_Paulo
SDLJ,,IGARAPE BAHIA,,,,-6.047778,-50.579722,2257,-3,-3,America/Araguaina
SDLK,,CACULE,,,,-14.482778,-42.265556,2064,-3,-3,America/Bahia
SDLU,,FAZENDA SANTA LUIZA,,,,-22.483128,-48.524547,1782,-2,-3,America/Sao_Paulo
SDMC,,MARICA,,,,-22.91945,-42.830931,13,-2,-3,America/Sao_Paulo
SDMY,,FAZENDA DO CAMBUHY,,,,-21.632867,-48.479125,2008,-2,-3,America/Sao_Paulo
SDNY,,AEROCLUBE NOVA IGUACU,,,,-22.745336,-43.460308,164,-2,-3,America/Sao_Paulo
SDOB,,FAZENDA SAO JOSE OB,,,,-21.425194,-46.754333,2585,-2,-3,America/Sao_Paulo
SDOU,,OURINHOS,,,,-22.9665,-49.913281,1531,-2,-3,America/Sao_Paulo
SDOV,,MOZARLANDIA,,,,-14.77,-50.563889,1076,-3,-3,America/Araguaina
SDOW,,OURILANDIA DO NORTE,,,,-6.775833,-51.06,751,-3,-3,America/Araguaina
SDPC,,PONTA DO COSTA,,,,-22.871856,-42.082775,3,-2,-3,America/Sao_Paulo
SDRR,,AVARE ARANDU,,,,-23.092522,-48.987378,2657,-2,-3,America/Sao_Paulo
SDTE,,FAZENDA TAPIJARA,,,,-23.220025,-49.075917,1928,-2,-3,America/Sao_Paulo
SDTF,,TATUI,,,,-23.331889,-47.878333,2083,-2,-3,America/Sao_Paulo
SDTP,,TUPA,,,,-21.888333,-50.504722,1805,-2,-3,America/Sao_Paulo
SDUB,,UBATUBA,,,,-23.441111,-45.075553,13,-2,-3,America/Sao_Paulo
SDVE,,VERA CRUZ,,,,-22.230156,-49.817242,2100,-2,-3,America/Sao_Paulo
SDVG,,VOTUPORANGA,,,,-20.463247,-50.004536,1667,-2,-3,America/Sao_Paulo
SDVR,,VOLTA REDONDA,,,,-22.497947,-44.084828,1227,-2,-3,America/Sao_Paulo
SDWH,,FAZENDA AVANHANDAVA,,,,-21.188647,-49.936089,1444,-2,-3,America/Sao_Paulo
SDZH,,FAZENDA SANTA HELENA,,,,-22.890439,-45.493269,1804,-2,-3,America/Sao_Paulo
SDZS,,FAZENDA BANANEIRA,,,,-20.58,-49.079722,1673,-2,-3,America/Sao_Paulo
SEAG,,,JHIKATAL,,ECUADOR,,,0,,,
SEAM,ATF,CHACHOAN,AMBATO,,ECUADOR,-1.212528,-78.574364,8440,-5,-5,America/Guayaquil
SEAN,,,ANA MARIA,,ECUADOR,,,0,,,
SEAO,,,AGROMARINA,,ECUADOR,,,0,,,
SEAP,,,ARAPICOS,,ECUADOR,,,0,,,
SEAR,,,ARAJUNO,,ECUADOR,,,0,,,
SEAS,,,ASCAZUBI,,ECUADOR,,,0,,,
SEAV,,,AGRIVEL,,ECUADOR,,,0,,,
SEAY,,,AYANGUE,,ECUADOR,,,0,,,
SEBC,,,BAHIA DE CARAQUEZ,,ECUADOR,,,0,-5,,
SEBF,,,BUENA,,ECUADOR,,,0,,,
SEBG,,,BALAO GRANDE,,ECUADOR,,,0,,,
SEBH,,,BALAO CHICO,,ECUADOR,,,0,,,
SEBT,,,EL BATAN,,ECUADOR,,,0,,,
SECA,,,CATARAMA,,ECUADOR,,,0,,,
SECC,,,CONDORCOCHA,,ECUADOR,,,0,,,
SECD,,,CALADEMAR,,ECUADOR,,,0,,,
SECE,,,SANTA CECILIA,,ECUADOR,,,0,,,
SECF,,,CAFI,,ECUADOR,,,0,,,
SECG,,,CHONGON,,ECUADOR,,,0,,,
SECH,,,CHONE,,ECUADOR,,,0,,,
SECI,,,CALICA,,ECUADOR,,,0,,,
SECM,,HACIENDA CLEMENTINA,CLEMENTIA,,ECUADOR,-1.706275,-79.378936,328,-5,-5,America/Guayaquil
SECN,,,CORVINSA,,ECUADOR,,,0,,,
SECO,OCC,FRANCISCO DE ORELLANA,COCA,,ECUADOR,-0.462897,-76.986464,820,-5,-5,America/Guayaquil
SECP,,,CORVAPAR,,ECUADOR,,,0,,,
SECQ,,,COAQUE,,ECUADOR,,,0,,,
SECR,,,CURARAY,,ECUADOR,,,0,,,
SECU,CUE,MARISCAL LAMAR,CUENCA,,ECUADOR,-2.889467,-78.984397,8284,-5,-5,America/Guayaquil
SECV,,,CAMAVEL,,ECUADOR,,,0,,,
SECY,,,CAMAGUAY,,ECUADOR,,,0,,,
SEEP,,,EL PIEDRERO,,ECUADOR,,,0,,,
SEES,ESM,,ESMERALDAS,,ECUADOR,,,0,,,
SEGE,,,GUALE,,ECUADOR,,,0,,,
SEGH,,,GRAN CHAPARRAL,,ECUADOR,,,0,,,
SEGM,,,GRANJAS MARINAS,,ECUADOR,,,0,,,
SEGS,GPS,SEYMOUR,GALAPAGOS,,GALAPAGOS I. (ECUADOR,-0.453758,-90.265914,52,-6,-6,Pacific/Galapagos
SEGU,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,,ECUADOR,-2.157958,-79.883967,15,-5,-5,America/Guayaquil
SEGZ,,GUALAQUIZA,GUALAQUIZA,,ECUADOR,-3.423581,-78.573094,2640,-5,-5,America/Guayaquil
SEHA,,,HNDA,,ECUADOR,,,0,,,
SEHI,,,COTACACHI,,ECUADOR,,,0,,,
SEHJ,,,HNDA,,ECUADOR,,,0,,,
SEIB,,ATAHUALPA,IBARRA,,ECUADOR,0.338489,-78.136517,7380,-5,-5,America/Guayaquil
SEIC,,,INDUCAM,,ECUADOR,,,0,,,
SEIS,,,ISABEL MARIA,,ECUADOR,,,0,,,
SEIZ,,,INGENIO AZTRA,,ECUADOR,,,0,,,
SEJ,,,MAR ROJO,,ECUADOR,,,0,,,
SEJC,,,SAN JACINTO,,ECUADOR,,,0,,,
SEJI,,,JIPIJAPA,,ECUADOR,,,0,,,
SEKK,,,KM-192,,ECUADOR,,,0,,,
SEKO,,,KM-200,,ECUADOR,,,0,,,
SELA,LGQ,LAGO AGRIO,LAGO AGRIO,,ECUADOR,,,976,-5,,
SELH,,,LAS CONCHITAS,,ECUADOR,,,0,,,
SELI,,,LIMONCOCHA,,ECUADOR,,,0,,,
SELJ,,HACIENDA LA JULIA,LA JULIA,,ECUADOR,-1.704381,-79.552261,50,-5,-5,America/Guayaquil
SELM,,LOMA LARGA,LOMA LARGA,,ECUADOR,-1.501583,-79.480942,210,-5,-5,America/Guayaquil
SELN,,,LIMON,,ECUADOR,,,0,,,
SELO,LOH,,LOJA,,ECUADOR,,,0,-5,,
SELP,,,LA PLANADA,,ECUADOR,,,0,,,
SELR,,,LOS MANGLARES,,ECUADOR,,,0,,,
SELS,,,LA SETA,,ECUADOR,,,0,,,
SELT,,COTOPAXI INTERNATIONAL,LATACUNGA,,ECUADOR,-0.906828,-78.615783,9191,-5,-5,America/Guayaquil
SELY,,,LA JUDY,,ECUADOR,,,0,,,
SELZ,,,LA LUZ,,ECUADOR,,,0,,,
SEMA,,J M VELASCO IBARRA,MACARA,,ECUADOR,,,148,,,
SEMC,XMS,MACAS,MACAS,,ECUADOR,-2.299197,-78.120714,3281,-5,-5,America/Guayaquil
SEMD,,,MONDRAGON,,ECUADOR,,,0,,,
SEME,,,MOPESCA,,ECUADOR,,,0,,,
SEMF,,,LINSA,,ECUADOR,,,0,,,
SEMG,,,MARGOLIO,,ECUADOR,,,0,,,
SEMH,MCH,GENERAL SERRANO,MACHALA,,ECUADOR,-3.268903,-79.961572,13,-5,-5,America/Guayaquil
SEMI,,,MIRAFLORES,,ECUADOR,,,0,,,
SEML,,,MANGLARALTO,,ECUADOR,,,0,,,
SEMN,,,LA MANA,,ECUADOR,,,0,,,
SEMO,,EL CARMEN,MONTALVO,,ECUADOR,-2.067122,-76.975469,960,-5,-5,America/Guayaquil
SEMP,,,MOPA,,ECUADOR,,,0,,,
SEMR,,,MARIA TERESA,,ECUADOR,,,0,,,
SEMS,,,MONJAS SUR,,ECUADOR,,,0,,,
SEMT,MEC,ELOY ALFARO INTERNATIONAL,MANTA,,ECUADOR,-0.945661,-80.678281,44,-5,-5,America/Guayaquil
SEMX,,MARAGROSA,MARAGROSA,,ECUADOR,-2.851097,-79.803619,18,-5,-5,America/Guayaquil
SEMY,,MARTINICA,MARTINICA,,ECUADOR,-1.739722,-79.621528,90,-5,-5,America/Guayaquil
SENA,,,NOR ANTIZANA,,ECUADOR,,,0,,,
SENC,,,NOR CAYAMBE,,ECUADOR,,,0,,,
SENI,,,NOR ILINIZA,,ECUADOR,,,0,,,
SENL,,LAGO AGRIO,,,,0.092428,-76.869272,976,-5,-5,America/Guayaquil
SENR,,,NUEVO RANCHO,,ECUADOR,,,0,,,
SENV,,,SITIO NUEVO,,ECUADOR,,,0,,,
SEOL,,,OLMEDO,,ECUADOR,,,0,,,
SEOT,,,PORTOTILLO,,ECUADOR,,,0,,,
SEOV,,,PORVENIR,,ECUADOR,,,0,,,
SEOY,,,PANTALONY,,ECUADOR,,,0,,,
SEPA,,,PASTAZA,,ECUADOR,,,0,-5,,
